time;open;high;low;close;volatilityIndex;LogS;LogB
1;1000;1130.2875066974577;897.8121090979319;1038.903130287364;14.4;7;20
2;1038.903130287364;1108.9281742758633;912.3312146598889;977.0671289768296;13.824;8;7
3;977.0671289768296;1043.8969372940417;946.5856973171802;960.3487787324373;13.824;14;14
4;960.3487787324373;1048.1872850113461;770.639743073462;961.0173364311252;14.37696;10;9
5;961.0173364311252;1040.6629015910733;878.1927893099742;926.4991860450972;14.8082688;20;10
6;926.4991860450972;1028.2818385617072;802.1292355417806;1028.2818385617072;15.104434176;3;10
7;1028.2818385617072;1084.5199477717276;890.7618898453366;1012.366991782031;15.70861154304;17;1
8;1012.366991782031;1092.9400321370717;868.3796248451712;966.6167347036007;16.1798698893312;24;9
9;966.6167347036007;1130.0713064306678;804.9093874805554;1116.4922661831986;16.01807119043789;1;9
10;1116.4922661831986;1232.1634882547116;1076.1629796722677;1153.4500820350268;15.377348342820374;8;19
11;1153.4500820350268;1262.909459189425;943.3598314170721;1110.5363876162778;15.377348342820374;10;17
12;1110.5363876162778;1213.3804700060737;946.6738936139111;1072.9951093894908;15.377348342820374;7;2
13;1072.9951093894908;1249.061350407041;987.4453430340657;1107.851542921517;15.531121826248578;14;4
14;1107.851542921517;1115.353846181253;1041.2606231308512;1054.6270045123265;15.531121826248578;20;10
15;1054.6270045123265;1144.0773735777693;1000.5923114487521;1138.7154214176753;15.375810607986091;15;24
16;1138.7154214176753;1176.7329636400784;913.106360515569;1128.6272357762668;15.375810607986091;15;7
17;1128.6272357762668;1251.8029056578398;1045.5580371764615;1114.0183387411141;15.837084926225675;8;15
18;1114.0183387411141;1297.390931972588;898.2588412414929;1152.732673584682;15.837084926225675;15;19
19;1152.732673584682;1366.4601216615433;1132.916280644197;1132.916280644197;16.312197474012446;9;11
20;1132.916280644197;1193.1864105515265;1061.8518240081953;1130.5377651055462;16.312197474012446;13;16
21;1130.5377651055462;1193.8833286496588;1021.7082831836262;1094.968105986607;16.638441423492694;16;6
22;1094.968105986607;1157.270499740463;855.0423477846412;1082.4576136242601;15.972903766552985;12;4
23;1082.4576136242601;1148.8722588816026;1003.9386991443448;1148.8722588816026;15.333987615890866;11;15
24;1148.8722588816026;1304.8318078225084;928.9069214079839;1224.7377444826873;15.947347120526501;5;28
25;1224.7377444826873;1335.6673220542452;1104.4895318642402;1298.449304850214;15.947347120526501;7;14
26;1298.449304850214;1364.3066447409665;1201.1526982096213;1312.4705307931679;15.947347120526501;10;11
27;1312.4705307931679;1461.160833007194;1272.0448447160677;1445.8672367091278;16.106820591731765;0;33
28;1445.8672367091278;1516.4763068850575;1288.2945636903141;1345.9628857255177;61;25;6
29;1345.9628857255177;1360.9578134022224;1153.6363049341155;1289.9352449543028;61;32;8
30;1289.9352449543028;1341.3362725817171;1039.4041109136963;1238.6285193336678;61;30;2
31;1238.6285193336678;1311.1872969564058;1098.6664056983127;1151.3261075519765;61;30;6
32;1151.3261075519765;1183.1776808493532;953.1557588254468;1183.1776808493532;61;15;1
33;1183.1776808493532;1204.3985437364354;1060.0492298822933;1138.6105157490163;60.39;30;2
34;1138.6105157490163;1138.6105157490163;928.4809811281925;1123.767052628116;60.39;20;2
35;1123.767052628116;1180.360281310417;934.7090951469098;1069.135431260627;60.39;33;2
36;1069.135431260627;1176.6642404979211;859.5615455606518;989.0630440900859;59.7861;37;1
37;989.0630440900859;1163.0390550632737;899.8842839535729;969.8113369097721;59.7861;20;6
38;969.8113369097721;974.9032322988027;760.8097442125179;924.3538885247935;59.7861;27;1
39;924.3538885247935;962.906331616851;845.9075384269423;859.1283206428658;59.188238999999996;26;7
40;859.1283206428658;937.580362622483;595.1438258551868;756.2110355854873;59.78012139;27;1
41;756.2110355854873;814.7790933756459;610.3543278885367;683.1976547278136;59.78012139;16;2
42;683.1976547278136;683.1976547278136;459.0946125571202;629.4969190144893;59.1823201761;38;0
43;629.4969190144893;676.470119893578;348.98794040938304;549.4933943933046;59.1823201761;27;0
44;549.4933943933046;602.0364701768274;471.30183070598025;532.0644551051649;59.1823201761;14;11
45;532.0644551051649;555.5304225486369;338.42910795657957;376.3200873383099;59.1823201761;30;2
46;376.3200873383099;641.2328327564823;334.5835970394132;448.1825006418904;59.1823201761;2;37
47;448.1825006418904;637.0318076481067;448.1825006418904;466.90845807512585;59.1823201761;0;31
48;466.90845807512585;719.230724212998;466.90845807512585;617.0091313285375;59.1823201761;0;54
49;617.0091313285375;618.3379969661655;393.14205242440124;618.3379969661655;59.774143377861;28;4
50;618.3379969661655;714.832322689911;470.23088504998873;643.4810692503904;59.17640194408239;17;6
51;643.4810692503904;695.5840630622954;505.149694279337;641.8278006188649;58.58463792464157;19;6
52;641.8278006188649;684.6283860444374;558.4666169837834;662.0121600310529;58.58463792464157;20;7
53;662.0121600310529;685.8477943219666;485.804379170274;485.804379170274;58.58463792464157;29;1
54;485.804379170274;693.2234790817228;485.804379170274;619.7161143319416;58.58463792464157;0;60
55;619.7161143319416;681.9360857226444;400.3341699551412;565.2294032239181;58.58463792464157;23;0
56;565.2294032239181;565.2294032239181;369.74731904830725;511.89761822411936;59.17048430388799;38;5
57;511.89761822411936;516.6516999323434;340.33493858613707;468.1397687242198;59.17048430388799;32;9
58;468.1397687242198;741.3985579080257;390.8165699786806;608.2482623153564;15;0;52
59;608.2482623153564;766.1545971424207;553.0442809758802;555.9403852388562;15.45;9;13
60;555.9403852388562;680.9788793506206;484.7795763823879;680.9788793506206;15.758999999999999;4;19
61;680.9788793506206;763.0726684019594;468.70045761005747;665.084376301569;16.38936;12;9
62;665.084376301569;889.6617126821955;637.5624527756798;706.7068078175562;16.38936;10;10
63;706.7068078175562;865.5542934558594;637.4271530071994;658.4575156971346;16.8810408;6;6
64;658.4575156971346;807.9987208224973;533.990170876761;675.1260029883948;16.712230392000002;20;5
65;675.1260029883948;741.2195242931381;601.7113320541487;678.3165515654632;17.213597303760004;13;17
66;678.3165515654632;859.5659866283538;608.653688532044;729.8860808790764;17.385733276797605;7;15
67;729.8860808790764;910.7459626160347;587.3114157803496;736.8831843571294;17.385733276797605;2;9
68;736.8831843571294;875.0696244868803;656.2632765204372;824.576182078033;17.385733276797605;11;12
69;824.576182078033;899.4233680515787;684.9939993919464;763.1632044048383;16.86416127849368;11;13
70;763.1632044048383;898.6139784713499;709.8263971570178;753.9854079721473;16.358236440138867;8;14
71;753.9854079721473;911.794181613702;743.0281550774736;750.7699026560027;16.19465407573748;4;22
72;750.7699026560027;941.2439545398233;709.8315547981052;709.8315547981052;15.87076099422273;16;13
73;709.8315547981052;919.4450052501367;595.4669140078441;774.506462790758;16.50559143399164;4;20
74;774.506462790758;906.327097554233;691.1153287039347;805.7839534665017;15.845367776631974;12;10
75;805.7839534665017;927.1855095232228;744.786271164932;775.203972808236;15.845367776631974;7;19
76;775.203972808236;873.3272726998323;699.2531790262537;771.1256465379435;15.528460421099334;7;12
77;771.1256465379435;854.7839189623004;639.8439228994393;755.6859727375338;15.062606608466353;22;5
78;755.6859727375338;912.0523478983405;740.3769426589579;756.9722672197546;15.062606608466353;6;19
79;756.9722672197546;846.8760563566142;611.2514034320568;797.9171214367451;15.363858740635681;8;16
80;797.9171214367451;938.1914160174683;703.7003304964137;763.3872921949417;15.363858740635681;6;8
81;763.3872921949417;893.7817839795069;675.7484064864943;833.0410696689054;14.749304391010254;4;6
82;833.0410696689054;961.4886098649317;766.9082289112447;822.6705971215807;14.601811347100151;3;14
83;822.6705971215807;949.6821746014863;751.8398763917028;854.1564607551989;14.601811347100151;13;13
84;854.1564607551989;876.1679981051421;691.5752008971153;824.8206281364164;15.185883800984158;14;6
85;824.8206281364164;983.3293294053362;692.3533402535598;918.4182857197562;15.185883800984158;8;18
86;918.4182857197562;982.2410241945845;822.8946177545141;953.3014690800513;15.185883800984158;15;13
87;953.3014690800513;1020.8950659477379;743.0026995749287;1020.8950659477379;14.57844844894479;15;15
88;1020.8950659477379;1155.3423880885348;966.6969742213487;976.1506323553455;15.015801902413134;14;13
89;976.1506323553455;1107.5351801687082;901.6043176545023;1013.8510889243055;15.015801902413134;15;16
90;1013.8510889243055;1156.1908006052895;891.023088373839;1064.9143864369848;14.865643883389003;7;20
91;1064.9143864369848;1238.0241852778167;968.9226442529197;1070.1877607786453;14.419674566887332;5;14
92;1070.1877607786453;1114.452777655742;919.8787291813143;997.9977282877775;14.563871312556206;16;8
93;997.9977282877775;1095.7811513886386;932.5907092583236;980.5670721182126;14.12695517317952;23;7
94;980.5670721182126;1141.6031957316527;933.8727385940781;953.5124564478111;14.409494276643109;9;15
95;953.5124564478111;1091.854121674613;817.9648381578593;949.855188893328;13.833114505577385;5;12
96;949.855188893328;1030.6279819323795;726.6588891644137;965.6837170051158;13.971445650633159;8;10
97;965.6837170051158;1035.5844402500638;816.874497698706;927.4117055499113;13.412587824607833;17;8
98;927.4117055499113;1105.6580379659815;861.0043018871892;912.205897883536;13.949091337592145;9;10
99;912.205897883536;954.6085855659467;836.5812827891039;863.7911905722402;14.22807316434399;15;14
100;863.7911905722402;969.7531449378125;718.2955785700606;843.4962548437667;13.65895023777023;24;6
101;843.4962548437667;1026.7563113894757;710.2720513963156;879.3174010491501;13.385771233014825;3;5
102;879.3174010491501;1041.4632456823774;879.3174010491501;923.9013131987049;13.385771233014825;8;25
103;923.9013131987049;1022.4134798911265;855.9109767305099;917.0821132311454;13.118055808354528;7;13
104;917.0821132311454;996.8183903959126;846.0782640768055;905.5729356266614;12.593333576020347;6;10
105;905.5729356266614;1010.6774250309769;786.660653572812;1010.6774250309769;12.215533568739737;6;22
106;1010.6774250309769;1182.848795087399;913.6174641157587;1030.0811430824313;12.215533568739737;6;9
107;1030.0811430824313;1062.138154602692;811.4481346351225;1017.2270002266337;12.581999575801929;12;11
108;1017.2270002266337;1136.8543030420649;834.8159766268423;1051.5469037689354;12.581999575801929;6;13
109;1051.5469037689354;1200.1215209748927;964.0873234555822;990.37325767705;12.20453958852787;12;4
110;990.37325767705;996.2349092873219;873.7187685183399;935.0743626171914;12.692721172068985;13;15
111;935.0743626171914;1035.0967215733565;862.339073115682;976.8721357589937;12.185012325186227;14;18
112;976.8721357589937;1045.6899561944733;710.6970009393306;1045.6899561944733;12.063162201934365;5;11
113;1045.6899561944733;1122.5246881811424;817.3308232615586;986.2928221262708;11.94253057991502;12;14
114;986.2928221262708;1200.0664966741922;816.1913611969135;1014.5323143732694;12.420231803111621;1;15
115;1014.5323143732694;1142.954882014959;950.952209899035;950.952209899035;12.917041075236085;21;9
116;950.952209899035;1103.275318831339;862.3020528984875;977.677815159773;12.787870664483725;9;15
117;977.677815159773;1143.1532373747734;825.3803143638451;969.9782479332295;13.299385491063074;12;10
118;969.9782479332295;1198.2909434762619;853.3931973355336;880.9884126646397;13.831360910705596;15;4
119;880.9884126646397;922.1473140321225;665.4849960459794;826.7191319547042;13.969674519812653;12;3
120;826.7191319547042;942.2842701778939;768.1249139296189;942.2842701778939;14.249068010208905;9;9
121;942.2842701778939;1094.8907635142582;760.6017725782947;932.6514344291201;14.249068010208905;6;20
122;932.6514344291201;1104.116907064698;798.2788593191765;961.1706098774404;14.106577330106816;6;14
123;961.1706098774404;1021.7214577350898;821.483346598054;1021.7214577350898;14.106577330106816;13;5
124;1021.7214577350898;1102.316886971155;946.2254859406607;1028.3055818694859;13.965511556805748;11;17
125;1028.3055818694859;1136.7488780682297;872.4065653320393;1117.7149534618413;13.546546210101575;9;11
126;1117.7149534618413;1204.1177621256084;938.9920983421192;1033.7862135104588;13.004684361697512;11;10
127;1033.7862135104588;1113.803115521404;861.5380762659606;1113.803115521404;13.004684361697512;9;9
128;1113.803115521404;1298.2659737511174;1065.531871977776;1130.8521096230174;13.004684361697512;3;18
129;1130.8521096230174;1274.5925475901417;1023.9160096571486;1142.483571223478;12.614543830846587;6;17
130;1142.483571223478;1374.7874831880254;1092.801870322638;1114.8211006677852;12.362252954229655;12;12
131;1114.8211006677852;1176.6145517978641;1010.869884466823;1098.317797350379;11.86776283606047;19;6
132;1098.317797350379;1257.7320262608332;1061.207539995251;1120.470439632962;11.86776283606047;9;20
133;1120.470439632962;1153.7051211013395;1015.359865823499;1112.031926805365;11.86776283606047;12;10
134;1112.031926805365;1188.188816645337;1055.2220089001216;1125.5674610140766;11.986440464421074;14;13
135;1125.5674610140766;1366.511615393644;1083.0307851551618;1170.848584786094;11.986440464421074;5;15
136;1170.848584786094;1253.3104754892433;958.8853351806557;1147.5828621522705;12.465898082997917;15;1
137;1147.5828621522705;1382.0704520150312;1100.9779389163562;1135.9426893734626;12.839875025487855;8;15
138;1135.9426893734626;1317.1906211493852;1053.2134880402728;1134.0289745719463;13.353470026507368;13;8
139;1134.0289745719463;1209.0807892332898;992.0517663936597;1116.3814673615075;13.487004726772442;18;10
140;1116.3814673615075;1156.657692977126;1054.629507201468;1089.1557627824268;13.487004726772442;11;15
141;1089.1557627824268;1321.1200223112073;1017.549707655045;1208.2185076568494;13.217264632236994;4;12
142;1208.2185076568494;1344.1517372683268;1023.5930029408566;1190.3242868973227;13.217264632236994;9;6
143;1190.3242868973227;1293.6099043857173;1133.5468498984644;1208.8087132972896;13.613782571204103;12;10
144;1208.8087132972896;1429.7020594480814;1174.91345618327;1229.993253474438;13.613782571204103;6;8
145;1229.993253474438;1272.4651440611879;1063.2735385479152;1189.3630186336552;13.886058222628185;19;10
146;1189.3630186336552;1403.5420604213186;1166.7697253135707;1174.0030742076679;13.747197640401902;6;14
147;1174.0030742076679;1295.0874746691584;938.8489585613456;1126.2308666595268;14.297085546017978;7;18
148;1126.2308666595268;1195.2470264094443;1025.328952654152;1127.2002000826824;13.86817297963744;8;12
149;1127.2002000826824;1346.2756183551387;1119.0499908345516;1149.0201276955847;14.145536439230188;1;27
150;1149.0201276955847;1218.57690034286;1054.4292607986984;1056.7961335090731;14.28699180362249;11;2
151;1056.7961335090731;1170.6148208950244;931.4415204023005;1043.842747540226;14.57273163969494;7;11
152;1043.842747540226;1138.3691145069602;830.7771905755575;1129.3252449503145;14.28127700690104;8;12
153;1129.3252449503145;1329.4702557233618;1129.3252449503145;1153.9995682825258;13.99565146676302;3;21
154;1153.9995682825258;1271.8192437384448;1084.945947513793;1084.945947513793;14.55547752543354;10;11
155;1084.945947513793;1179.4180644533935;924.9232361149583;975.1792127135914;14.409922750179204;21;3
156;975.1792127135914;1078.9869041348302;859.2354110871825;894.2412550443396;14.84222043268458;7;8
157;894.2412550443396;915.5638318285767;718.5291491389282;850.830955199446;14.693798228357736;20;7
158;850.830955199446;967.3854849546941;836.0714692489887;901.3243893517587;14.39992226379058;13;18
159;901.3243893517587;960.8253496190572;748.965561261565;897.8370773064017;14.11192381851477;10;1
160;897.8370773064017;1033.285654515873;877.2544221940874;877.2544221940874;14.253043056699918;11;21
161;877.2544221940874;1048.1677414966887;873.5464917474188;873.5464917474188;14.538103917833915;5;26
162;873.5464917474188;949.5729775972286;726.9772584516282;949.5729775972286;14.538103917833915;5;7
163;949.5729775972286;1044.2189834864998;710.8696910981001;921.0897402604135;13.956579761120558;9;9
164;921.0897402604135;1033.3332051488555;859.1581429531681;915.170897566432;13.956579761120558;10;9
165;915.170897566432;1020.4231099918142;790.9758493125165;924.0055332595304;13.956579761120558;18;6
166;924.0055332595304;1028.7686072906304;759.0448658796251;922.5550121481315;13.537882368286942;3;17
167;922.5550121481315;1028.1055347689048;817.3771675512636;955.6170492058983;13.131745897238334;12;9
168;955.6170492058983;1022.6950163148954;833.5817571681962;962.9630700052853;13.131745897238334;14;17
169;962.9630700052853;1009.4316054802615;823.743305577915;951.5594565554225;13.000428438265951;17;8
170;951.5594565554225;990.5087890640291;876.8767030232374;954.293132593161;13.000428438265951;12;12
171;954.293132593161;1043.286491557072;699.5704190094106;898.9816424091072;13.000428438265951;15;12
172;898.9816424091072;1058.827582913667;802.1269660424564;984.9717372689338;13.26043700703127;4;10
173;984.9717372689338;1031.248030575921;920.613127351735;964.9502771156746;13.127832636960957;20;8
174;964.9502771156746;1055.7250971498127;796.3860729765579;1046.3109133807359;13.390389289700176;4;5
175;1046.3109133807359;1113.843973307455;958.6936064300191;1059.4107689427344;13.79210096839118;13;11
176;1059.4107689427344;1152.4576327721638;994.7570139414046;994.7570139414046;13.79210096839118;12;13
177;994.7570139414046;1148.8692457654552;865.2032726797514;1048.0548223651324;13.65417995870727;7;10
178;1048.0548223651324;1133.8950633723255;999.3700752606775;1133.8950633723255;13.244554559946051;5;10
179;1133.8950633723255;1222.7175621166498;985.7711272386402;1141.83732788806;12.847217923147669;11;12
180;1141.83732788806;1146.6589402719896;1014.0288278958136;1144.2169018836253;12.847217923147669;16;14
181;1144.2169018836253;1279.585849047708;1106.6496956533351;1157.4973880792782;12.975690102379145;5;19
182;1157.4973880792782;1322.0762040820146;1081.4708185692011;1145.3309472639903;13.36496080545052;12;13
183;1145.3309472639903;1207.6584028862123;1000.7243439037209;1139.0028450238888;13.36496080545052;14;13
184;1139.0028450238888;1290.166193570652;1058.0783154267103;1058.0783154267103;13.498610413505025;9;8
185;1058.0783154267103;1144.128329432885;886.8794058329574;1126.4907277045209;13.498610413505025;8;16
186;1126.4907277045209;1245.9715927177383;1052.7976960750946;1102.487828257468;12.958665996964823;7;6
187;1102.487828257468;1189.6580138020804;931.4495587411361;1048.522064768369;12.958665996964823;11;9
188;1048.522064768369;1092.636258671548;904.7668756294942;1092.636258671548;12.440319357086231;16;13
189;1092.636258671548;1211.751860346037;1048.8989720992226;1071.8679770298497;12.689125744227956;6;10
190;1071.8679770298497;1113.4633919647538;911.0074757362968;1079.274988655075;12.689125744227956;16;7
191;1079.274988655075;1219.5247179310136;970.1916526482571;1078.3829382602016;12.942908259112516;7;16
192;1078.3829382602016;1152.8236293336988;975.733786541779;1085.3360595886395;13.460624589477016;16;6
193;1085.3360595886395;1260.8352729600695;999.9503266004269;1048.4635503722532;13.460624589477016;4;9
194;1048.4635503722532;1191.1625723658753;963.666271408542;988.7268520539217;13.864443327161327;11;11
195;988.7268520539217;1125.5131719259748;962.6910716584891;1040.539735669458;13.5871544606181;1;20
196;1040.539735669458;1137.9295329137858;960.0289102531241;1012.2743270985582;13.858897549830463;11;15
197;1012.2743270985582;1142.2888509257962;978.4528774292958;978.4528774292958;13.858897549830463;5;15
198;978.4528774292958;1126.191655525466;822.1587380938086;956.7251543213312;13.858897549830463;3;26
199;956.7251543213312;1083.2065779587072;857.4135706152092;964.03309485926;14.413253451823682;14;6
200;964.03309485926;1127.1593627440411;882.5227362600396;973.4085878651167;14.989783589896629;10;8
201;973.4085878651167;1044.2503483041226;894.912776122671;1009.4931990637775;15.589374933492493;10;16
202;1009.4931990637775;1236.144021810886;904.7122536429205;1050.8764759866121;15.901162432162343;11;7
203;1050.8764759866121;1134.507089203712;949.618454897751;1016.1259460287176;15.583139183519096;11;6
204;1016.1259460287176;1098.2854841463839;958.2748615362282;986.0000355682723;16.05063335902467;10;17
205;986.0000355682723;1072.665409521318;946.1038280898738;1021.6958679110164;16.532152359795408;6;22
206;1021.6958679110164;1253.4062727249257;1021.6958679110164;1030.4307420782866;16.862795406991317;9;17
207;1030.4307420782866;1138.918832587804;992.0508071866301;1051.5192434420471;17.03142336106123;4;18
208;1051.5192434420471;1090.103670184943;942.0281267201182;1071.4098249820895;17.372051828282455;19;19
209;1071.4098249820895;1217.7487181206707;975.900173202119;1020.8640452073749;16.850890273433983;8;5
210;1020.8640452073749;1093.4143846884292;967.7064891364206;1058.0789372483769;17.01939917616832;11;12
211;1058.0789372483769;1223.204749547217;987.0227264840926;1004.1778355474135;16.84920518440664;8;15
212;1004.1778355474135;1083.3995176323594;843.8319460308675;1058.1548811669377;16.84920518440664;7;9
213;1058.1548811669377;1222.473901714964;1021.931734368852;1090.8098230204025;16.680713132562573;12;14
214;1090.8098230204025;1220.9359162662545;1084.9665150490555;1135.5920220304922;16.680713132562573;12;27
215;1135.5920220304922;1306.8709562788854;1051.9535127884642;1077.4713967674102;16.680713132562573;8;16
216;1077.4713967674102;1214.0666054185922;936.08973603902;968.606470437521;16.513906001236947;22;3
217;968.606470437521;1109.8462817243549;888.4970585237826;980.7866685676368;17.174462241286424;11;18
218;980.7866685676368;1146.5284682358842;934.1940840391195;996.571438986553;16.65922837404783;5;23
219;996.571438986553;1124.0200821664082;976.0290718600543;1069.9442009719883;17.325597509009746;7;18
220;1069.9442009719883;1173.4766696013905;985.8879248644263;1058.9329097526565;17.67210945918994;17;10
221;1058.9329097526565;1143.4990837605678;1028.3652208640349;1068.5593124213935;16.965225080822343;12;18
222;1068.5593124213935;1233.325283135844;955.1783722552644;994.8506970471068;17.643834084055236;5;11
223;994.8506970471068;1079.362228575886;875.9250419963432;1032.65379007143;17.643834084055236;8;19
224;1032.65379007143;1118.9884995767904;938.8771964825911;1078.9951769880474;17.820272424895787;8;18
225;1078.9951769880474;1232.7663278008104;998.62564911666;1087.5884937864544;17.46386697639787;7;3
226;1087.5884937864544;1241.6544051327269;964.7220894140384;1094.4793794468803;18.162421655453784;4;23
227;1094.4793794468803;1241.5617836846338;1050.0414707923449;1159.5638743376792;17.980797438899245;10;23
228;1159.5638743376792;1240.90135240761;1080.1954169402911;1201.4860352533333;18.520221362066223;17;8
229;1201.4860352533333;1294.400494311807;1014.2143047519675;1190.4152717855795;18.89062578930755;9;9
230;1190.4152717855795;1339.2265438651289;1162.9379035736588;1285.6045068613275;19.2684383050937;6;13
231;1285.6045068613275;1415.5829238601732;1078.9089930470104;1278.2518829095145;20.039175837297446;18;3
232;1278.2518829095145;1356.5654507021893;1240.4094589129857;1301.688516930356;19.237608803805546;6;14
233;1301.688516930356;1491.0052805208147;1209.8590346466667;1376.471106707785;19.429984891843603;3;20
234;1376.471106707785;1427.1770071460785;1291.9144744553107;1402.2636459392334;19.62428474076204;11;15
235;1402.2636459392334;1663.4211379846333;1291.5129142235712;1496.3066267679856;19.62428474076204;0;18
236;1496.3066267679856;1628.8002805106746;1389.7825273827175;1502.0554380065091;19.62428474076204;16;8
237;1502.0554380065091;1614.8881807778175;1358.1626042691887;1544.2661080535897;19.62428474076204;10;12
238;1544.2661080535897;1585.1173804933844;1367.8101931487315;1554.314485844624;19.82052758816966;10;14
239;1554.314485844624;1792.0728722380863;1542.7312820798172;1542.7312820798172;20.216938139933053;7;20
240;1542.7312820798172;1691.4184796297493;1467.1693510738185;1492.9544893757036;21.025615665530374;14;13
241;1492.9544893757036;1723.6633053195778;1446.0893795649183;1489.2437716885147;21.656384135496285;10;20
242;1489.2437716885147;1625.3647690854987;1336.3149349394375;1458.180943103686;22.522639500916135;6;16
243;1458.180943103686;1581.9227894441342;1358.8665418768362;1561.328059525625;23.42354508095278;4;13
244;1561.328059525625;1606.17329048445;1380.8065508698783;1556.1284085286563;69;23;3
245;1556.1284085286563;1606.8547874189226;1373.6716732175485;1488.3710552737912;69;32;9
246;1488.3710552737912;1546.9063510009305;1366.8580398546737;1545.0049351725602;68.31;20;8
247;1545.0049351725602;1614.4473581728646;1409.2833607587338;1425.1637465747215;68.31;18;2
248;1425.1637465747215;1425.1637465747215;1268.0517911056013;1422.2813022492885;67.6269;35;3
249;1422.2813022492885;1467.2799037682955;1237.9809191617828;1335.3779543697085;66.950631;21;2
